Ticker,Name,Series Type,Currency,Country,Sector,Industry,Sic,Exchange,Cik,Fiscal_End,Units,Scale,Flow,Adjustment,Periodicity,Metadata,Corporate_History
_RTCID,Reuter's Commodity Index,Commodity Indices,United States Dollar,United States,,,,,,,Index Number,Units,Stock,none,Daily From Nov 1959 To Jan 2019<BR>,"This index includes 17 primary commodities weighted by their relative importance in international trade, and is a geometric average of the spot prices of the underlying commodities, using price quotations in Britain, Rotterdam, Hamburg and Antwerp. The base is September 18, 1931 = 100. The index includes only staple commodities (no energy or precious metals), and weights reflect pre-World War II trading patterns.  Its components include wheat (14%), cotton (13%), coffee (11%), wool (11%), copper (9%), sugar (7%), rubber (7%), maize/corn (5%), rice (4%), beef (4%), soybeans (3%), cocoa (3%), tin (2%), ground nut oil (2%), copra (2%), zinc (1%) and lead (1%). The most recent revision to the index came on December 6, 1995 when the components were changed to energy (crude oil, heating oil and natural gas) 17.6%, grains (wheat, corn, soybeans) 17.6%, industrials (copper, cotton) 11.8%, meats (live cattle, lean hogs) 11.8%, softs (coffee, cocoa, sugar, orange juice) 23.5% and precious metals (gold, silver, platinum) 17.6%.",
Date,Ticker,Open,High,Low,Close,Volume,Openint
01/02/2009,_RTCID,,,,1772.99,,
01/05/2009,_RTCID,,,,1797.72,,
01/06/2009,_RTCID,,,,1882.27,,
01/07/2009,_RTCID,,,,1907.97,,
01/08/2009,_RTCID,,,,1856.64,,
01/09/2009,_RTCID,,,,1889.97,,
01/12/2009,_RTCID,,,,1896.1801,,
01/13/2009,_RTCID,,,,1853.8101,,
01/14/2009,_RTCID,,,,1874.05,,
01/15/2009,_RTCID,,,,1863.66,,
01/16/2009,_RTCID,,,,1882.5699,,
01/19/2009,_RTCID,,,,1906.61,,
01/20/2009,_RTCID,,,,1928.5699,,
01/21/2009,_RTCID,,,,1907.37,,
01/22/2009,_RTCID,,,,1911.05,,
01/23/2009,_RTCID,,,,1897.87,,
01/26/2009,_RTCID,,,,1941.88,,
01/27/2009,_RTCID,,,,1956.8,,
01/28/2009,_RTCID,,,,1936.72,,
01/29/2009,_RTCID,,,,1916.9399,,
01/30/2009,_RTCID,,,,1913.3,,
02/02/2009,_RTCID,,,,1911.13,,
02/03/2009,_RTCID,,,,1897.51,,
02/04/2009,_RTCID,,,,1911.11,,
02/05/2009,_RTCID,,,,1915.7,,
02/06/2009,_RTCID,,,,1897.51,,
02/09/2009,_RTCID,,,,1946.85,,
02/10/2009,_RTCID,,,,1945.86,,
02/11/2009,_RTCID,,,,1929.97,,
02/12/2009,_RTCID,,,,1923.3,,
02/13/2009,_RTCID,,,,1931.91,,
02/16/2009,_RTCID,,,,1912.38,,
02/17/2009,_RTCID,,,,1903.23,,
02/18/2009,_RTCID,,,,1863.62,,
02/19/2009,_RTCID,,,,1872.98,,
02/20/2009,_RTCID,,,,1854.14,,
02/23/2009,_RTCID,,,,1857.12,,
02/24/2009,_RTCID,,,,1835.53,,
02/25/2009,_RTCID,,,,1846.01,,
02/26/2009,_RTCID,,,,1866.03,,
02/27/2009,_RTCID,,,,1844.78,,
03/02/2009,_RTCID,,,,1841.3101,,
03/03/2009,_RTCID,,,,1821.21,,
03/04/2009,_RTCID,,,,1837.53,,
03/05/2009,_RTCID,,,,1863.62,,
03/06/2009,_RTCID,,,,1856.15,,
03/09/2009,_RTCID,,,,1849.59,,
03/10/2009,_RTCID,,,,1862.98,,
03/11/2009,_RTCID,,,,1861.1801,,
03/12/2009,_RTCID,,,,1846.5699,,
03/13/2009,_RTCID,,,,1867.22,,
03/16/2009,_RTCID,,,,1873.99,,
03/17/2009,_RTCID,,,,1892.2,,
03/18/2009,_RTCID,,,,1889.6,,
03/19/2009,_RTCID,,,,1902.34,,
03/20/2009,_RTCID,,,,1907.26,,
03/23/2009,_RTCID,,,,1921.08,,
03/24/2009,_RTCID,,,,1915.05,,
03/25/2009,_RTCID,,,,1912,,
03/26/2009,_RTCID,,,,1915.8101,,
03/27/2009,_RTCID,,,,1894.2,,
03/30/2009,_RTCID,,,,1888.76,,
03/31/2009,_RTCID,,,,1897.52,,
04/01/2009,_RTCID,,,,1905.1801,,
04/02/2009,_RTCID,,,,1919.96,,
04/03/2009,_RTCID,,,,1935.58,,
04/06/2009,_RTCID,,,,1980.64,,
04/07/2009,_RTCID,,,,1960.73,,
04/08/2009,_RTCID,,,,1950.11,,
04/09/2009,_RTCID,,,,1971.16,,
04/10/2009,_RTCID,,,,1972.0699,,
04/14/2009,_RTCID,,,,1990.29,,
04/15/2009,_RTCID,,,,2016.47,,
04/16/2009,_RTCID,,,,2020.9301,,
04/17/2009,_RTCID,,,,2028.49,,
04/20/2009,_RTCID,,,,2041.45,,
04/21/2009,_RTCID,,,,2005.41,,
04/22/2009,_RTCID,,,,2013.46,,
04/23/2009,_RTCID,,,,2036.85,,
04/24/2009,_RTCID,,,,2027.97,,
04/27/2009,_RTCID,,,,2018.79,,
04/28/2009,_RTCID,,,,1979.73,,
04/29/2009,_RTCID,,,,1981.72,,
04/30/2009,_RTCID,,,,2014.55,,
05/01/2009,_RTCID,,,,2020.88,,
05/04/2009,_RTCID,,,,2037.1,,
05/05/2009,_RTCID,,,,2071.77,,
05/06/2009,_RTCID,,,,2072.01,,
05/07/2009,_RTCID,,,,2099.72,,
05/08/2009,_RTCID,,,,2103.3,,
05/11/2009,_RTCID,,,,2088.1001,,
05/12/2009,_RTCID,,,,2103.3401,,
05/13/2009,_RTCID,,,,2090.2,,
05/14/2009,_RTCID,,,,2071.47,,
05/15/2009,_RTCID,,,,2082.27,,
05/18/2009,_RTCID,,,,2103.03,,
05/19/2009,_RTCID,,,,2123.5801,,
05/20/2009,_RTCID,,,,2129.6299,,
05/21/2009,_RTCID,,,,2129.6399,,
05/22/2009,_RTCID,,,,2133.8701,,
05/26/2009,_RTCID,,,,2133.8201,,
05/27/2009,_RTCID,,,,2113.6599,,
05/28/2009,_RTCID,,,,2136.3601,,
05/29/2009,_RTCID,,,,2144.6101,,
06/01/2009,_RTCID,,,,2166.72,,
06/02/2009,_RTCID,,,,2180.3601,,
06/03/2009,_RTCID,,,,2156.8999,,
06/04/2009,_RTCID,,,,2131.74,,
06/05/2009,_RTCID,,,,2167.8899,,
06/08/2009,_RTCID,,,,2080.9199,,
06/09/2009,_RTCID,,,,2154.1101,,
06/10/2009,_RTCID,,,,2174.8401,,
06/11/2009,_RTCID,,,,2166.0901,,
06/12/2009,_RTCID,,,,2156.48,,
06/15/2009,_RTCID,,,,2136.3799,,
06/16/2009,_RTCID,,,,2111.96,,
06/17/2009,_RTCID,,,,2079.01,,
06/18/2009,_RTCID,,,,2086.3999,,
06/19/2009,_RTCID,,,,2099.27,,
06/22/2009,_RTCID,,,,2085.24,,
06/23/2009,_RTCID,,,,2046.22,,
06/24/2009,_RTCID,,,,2052.8301,,
06/25/2009,_RTCID,,,,2094.77,,
06/26/2009,_RTCID,,,,2092.97,,
06/29/2009,_RTCID,,,,2080.3501,,
06/30/2009,_RTCID,,,,2093.5,,
07/01/2009,_RTCID,,,,2097.1001,,
07/02/2009,_RTCID,,,,2084.7,,
07/03/2009,_RTCID,,,,2080.76,,
07/06/2009,_RTCID,,,,2068.05,,
07/07/2009,_RTCID,,,,2069.47,,
07/08/2009,_RTCID,,,,2043.0699,,
07/09/2009,_RTCID,,,,2038.83,,
07/10/2009,_RTCID,,,,2048.1599,,
07/13/2009,_RTCID,,,,2052.5901,,
07/14/2009,_RTCID,,,,2052.73,,
07/15/2009,_RTCID,,,,2077.1599,,
07/16/2009,_RTCID,,,,2080.47,,
07/17/2009,_RTCID,,,,2073.75,,
07/20/2009,_RTCID,,,,2115.52,,
07/21/2009,_RTCID,,,,2098.29,,
07/22/2009,_RTCID,,,,2100.1699,,
07/23/2009,_RTCID,,,,2103.1001,,
07/24/2009,_RTCID,,,,2113.26,,
07/27/2009,_RTCID,,,,2111.03,,
07/28/2009,_RTCID,,,,2092.8101,,
07/29/2009,_RTCID,,,,2084.1499,,
07/30/2009,_RTCID,,,,2086.49,,
07/31/2009,_RTCID,,,,2114.5701,,
08/03/2009,_RTCID,,,,2157.3899,,
08/04/2009,_RTCID,,,,2157.4099,,
08/05/2009,_RTCID,,,,2170.8301,,
08/06/2009,_RTCID,,,,2151.1001,,
08/07/2009,_RTCID,,,,2138.4299,,
08/10/2009,_RTCID,,,,2154.8899,,
08/11/2009,_RTCID,,,,2154.03,,
08/12/2009,_RTCID,,,,2153.2,,
08/13/2009,_RTCID,,,,2183.2,,
08/14/2009,_RTCID,,,,2187.1001,,
08/17/2009,_RTCID,,,,2144.5901,,
08/18/2009,_RTCID,,,,2133.04,,
08/19/2009,_RTCID,,,,2124.1101,,
08/20/2009,_RTCID,,,,2137.3201,,
08/21/2009,_RTCID,,,,2145.1201,,
08/24/2009,_RTCID,,,,2158.77,,
08/25/2009,_RTCID,,,,2165.21,,
08/26/2009,_RTCID,,,,2172.8999,,
08/27/2009,_RTCID,,,,2172.6599,,
08/28/2009,_RTCID,,,,2187.1201,,
08/31/2009,_RTCID,,,,2182.3101,,
09/01/2009,_RTCID,,,,2165.0901,,
09/02/2009,_RTCID,,,,2153.3501,,
09/03/2009,_RTCID,,,,2170.3201,,
09/04/2009,_RTCID,,,,2165.3799,,
09/07/2009,_RTCID,,,,2156.6699,,
09/08/2009,_RTCID,,,,2168.73,,
09/09/2009,_RTCID,,,,2168.1299,,
09/10/2009,_RTCID,,,,2143.4099,,
09/11/2009,_RTCID,,,,2141.9199,,
09/14/2009,_RTCID,,,,2121.8999,,
09/15/2009,_RTCID,,,,2121.73,,
09/16/2009,_RTCID,,,,2141.8501,,
09/17/2009,_RTCID,,,,2162.0701,,
09/18/2009,_RTCID,,,,2157.5601,,
09/21/2009,_RTCID,,,,2130.96,,
09/22/2009,_RTCID,,,,2136.6101,,
09/23/2009,_RTCID,,,,2129.8201,,
09/24/2009,_RTCID,,,,2130.4399,,
09/25/2009,_RTCID,,,,2129.0701,,
09/28/2009,_RTCID,,,,2130.3201,,
09/29/2009,_RTCID,,,,2136.21,,
09/30/2009,_RTCID,,,,2150.25,,
10/02/2009,_RTCID,,,,2134.8101,,
10/05/2009,_RTCID,,,,2121.1399,,
10/06/2009,_RTCID,,,,2137.1299,,
10/07/2009,_RTCID,,,,2153.02,,
10/08/2009,_RTCID,,,,2171.5601,,
10/09/2009,_RTCID,,,,2179.3899,,
10/12/2009,_RTCID,,,,2176.72,,
10/13/2009,_RTCID,,,,2186.05,,
10/14/2009,_RTCID,,,,2176.6101,,
10/15/2009,_RTCID,,,,2174.98,,
10/16/2009,_RTCID,,,,2192.47,,
10/19/2009,_RTCID,,,,2201.8999,,
10/20/2009,_RTCID,,,,2222.78,,
10/21/2009,_RTCID,,,,2212.4199,,
10/22/2009,_RTCID,,,,2249.9099,,
10/23/2009,_RTCID,,,,2253.47,,
10/26/2009,_RTCID,,,,2269.9099,,
10/27/2009,_RTCID,,,,2244.8601,,
10/28/2009,_RTCID,,,,2222.5601,,
10/29/2009,_RTCID,,,,2211.1799,,
10/30/2009,_RTCID,,,,2243.25,,
11/02/2009,_RTCID,,,,2222.1699,,
11/03/2009,_RTCID,,,,2229.46,,
11/04/2009,_RTCID,,,,2244.78,,
11/05/2009,_RTCID,,,,2245.8899,,
11/06/2009,_RTCID,,,,2241.05,,
11/09/2009,_RTCID,,,,2237.01,,
11/10/2009,_RTCID,,,,2217.72,,
11/11/2009,_RTCID,,,,2214.3,,
11/12/2009,_RTCID,,,,2213.1699,,
11/13/2009,_RTCID,,,,2215.27,,
11/16/2009,_RTCID,,,,2231.8601,,
11/17/2009,_RTCID,,,,2255.8999,,
11/19/2009,_RTCID,,,,2278,,
11/20/2009,_RTCID,,,,2245.74,,
11/23/2009,_RTCID,,,,2268.1699,,
11/24/2009,_RTCID,,,,2261.8201,,
11/25/2009,_RTCID,,,,2259.9099,,
11/26/2009,_RTCID,,,,2266.3999,,
11/27/2009,_RTCID,,,,2253.95,,
11/30/2009,_RTCID,,,,2268.0601,,
12/01/2009,_RTCID,,,,2276.77,,
12/02/2009,_RTCID,,,,2298.71,,
12/03/2009,_RTCID,,,,2281.6799,,
12/04/2009,_RTCID,,,,2279.6299,,
12/07/2009,_RTCID,,,,2282.1799,,
12/08/2009,_RTCID,,,,2288.0601,,
12/09/2009,_RTCID,,,,2275.5,,
12/10/2009,_RTCID,,,,2264.49,,
12/11/2009,_RTCID,,,,2278.04,,
12/14/2009,_RTCID,,,,2275.49,,
12/15/2009,_RTCID,,,,2286.73,,
12/16/2009,_RTCID,,,,2309.71,,
12/17/2009,_RTCID,,,,2323.1299,,
12/18/2009,_RTCID,,,,2313.1101,,
12/21/2009,_RTCID,,,,2296.6399,,
12/22/2009,_RTCID,,,,2286.6001,,
12/23/2009,_RTCID,,,,2292.0901,,
12/24/2009,_RTCID,,,,2302.3301,,
12/28/2009,_RTCID,,,,2301.28,,
12/29/2009,_RTCID,,,,2311.8999,,
12/30/2009,_RTCID,,,,2316.95,,
12/31/2009,_RTCID,,,,2321.5701,,
01/04/2010,_RTCID,,,,2335.74,,
01/05/2010,_RTCID,,,,2353.04,,
01/06/2010,_RTCID,,,,2371.5801,,
01/07/2010,_RTCID,,,,2377.8899,,
