Ticker,Name,Series Type,Currency,Country,Sector,Industry,Sic,Exchange,Cik,Fiscal_End,Units,Scale,Flow,Adjustment,Periodicity,Metadata,Corporate_History,Data Notes
_FTASD,UK FTSE All-Share Index (w/GFD extension),Stock Indices - Composites,United Kingdom Pound,United Kingdom,,,,,,,Index Number ,Units,Stock,none,Monthly From Mar 1692 To Dec 1964<BR>Weekly From Jan 1965 To Dec 1968<BR>Daily From Dec 1968 To Jan 2019<BR>,"Sources include Thorold Rogers, A History of Prices in England, (1693-1697), Larry Neal, The Rise of Financial Capitalism: International Capital Markets in the Age of Reason, New York: Cambridge Univ. Press, 1990 (1698-January 1811), W. W. Rostow and Anna J. Schwartz, The Growth and Fluctuation of the British Economy 1790-1850), (2 vols.), Oxford: Oxford U.P., 1953, p. 368, (February 1811-December 1850), Hayek as given in Rostow, ibid., p. 456 (January 1851-June 1867), K.C. Smith and G.F. Horne, An Index Number of Securities, 1867-1914, London and Cambridge Economic Service Special Memorandum No. 37, (July 1867-December 1906), Banker's Magazine (January 1907-May 1933), Economist (1933-1962), Financial Times (1950-). Volume data are provided for the London Stock Exchange.  The number of bargains is provided in the FT 30 Industrials file, the Value of shares traded is provided in the FT All-Share Index, and the total shares traded is provided in the FT-500 Non-Financial Index. The All-Share index contains the historical data for the United Kingdom. East Indies Stock is used for 1693.  The index is an unweighted arithmetic average of Bank of England and East Indies stock from 1694 to August 1711, and of Bank of England, East Indies and South Sea stock from September 1711 to January 1811.  Rostow's Total Index of Share Prices is used from 1811 to 1850.  Hayek's index was taken from Rostow and excludes banks, insurance and bridge stocks, but includes industrial stocks.  This index is linked to the London and Cambridge Economic Service index, which begins in July 1867 and continues until 1906.  The L&CES index consisted of 25 stocks in 1867 and had grown to 75 stocks by 1914.   <BR>The Banker's Magazine kept a capitalization-weighted index of 287 stocks, which gave the total capital values of the companies that were included.  This was the broadest index of London shares at the time and the index is used beginning in 1907.  Although this index was calculated beginning in 1887, the Banker's Magazine usually omitted calculating the index for one month during the summer, and for this reason it is excluded until 1907 when calculations were made for every month.  The London market closed in August 1914 and reopened in January 1915.  The Banker's Magazine Index is used through May 1933.  Beginning in June 1933, the Actuaries General Index is used.  This index included financial stocks, commodities and utilities, but excluded debentures and preferred shares.   <BR>Beginning in April 1962, the Financial Times-Actuaries All-Share Index is used.  All indexes have been chain linked to one another to create a continuous index with the All-Share index's base of April 10, 1962 used as the base for the entire index. The All-Share Index is a capitalization-weighted price index and covers about 98-99% of the capital value of all UK companies.  It uses the Paasche formula, adjust for capitalization changes, and has its components reviewed in December.  It combines the FT-SE 100, FT-SE Mid-250 and FT-SE Small Cap indices, but excludes the Fledgling and AIM index components. Data are weekly from 1965 to 1968 and daily thereafter.",,Currency converted to CAD using British Pounds per Canadian Dollar (CADGBP)
Date,Ticker,Open,High,Low,Close,Volume,Openint
01/02/2009,_FTASD,3901.27141091294,4017.88804520572,3901.09482606392,4017.88804520572,586822,
01/05/2009,_FTASD,3976.45927997204,4017.77350576721,3952.13212163579,3998.67179307934,1182228,
01/06/2009,_FTASD,4048.17763623496,4130.37862703468,4037.19037508846,4103.83934890304,1441309,
01/07/2009,_FTASD,4194.35804701627,4194.35804701627,4057.64918625678,4082.1157323689,1447685,
01/08/2009,_FTASD,4060.12589928058,4061.56474820144,3974.4964028777,4053.09352517986,1292883,
01/09/2009,_FTASD,4065.50604365867,4092.24246797763,4005.80912863071,4018.69023994227,1402808,
01/12/2009,_FTASD,4017.98340548341,4036.50793650794,3982.32323232323,4002.39898989899,1146834,
01/13/2009,_FTASD,3942.67945984364,3942.67945984364,3849.60909737029,3912.33120113717,1387946,
01/14/2009,_FTASD,4004.10983815239,4023.04055282779,3763.44789961811,3817.03946172031,1776192,
01/15/2009,_FTASD,3852.77165932452,3865.45521292217,3766.97870778267,3793.72246696035,1688811,
01/16/2009,_FTASD,3806.98102781359,3921.66144778044,3806.98102781359,3830.66863142384,1754185,
01/19/2009,_FTASD,3773.68898566503,3864.36218472147,3675.21320994375,3740.06532389766,21950390,
01/20/2009,_FTASD,3632.03524229075,3694.06167400881,3588.63436123348,3613.67400881057,2459978,
01/21/2009,_FTASD,3603.53189246178,3621.0332103321,3527.93885081708,3579.58179581796,2728100,
01/22/2009,_FTASD,3540.98731096819,3617.27794194333,3530.47105857813,3534.74708847558,2075013,
01/23/2009,_FTASD,3457.24243454607,3465.65793947637,3377.83066984019,3452.22713362802,1984393,
01/26/2009,_FTASD,3468.77348821319,3606.45712333447,3458.59241544243,3596.65186197472,1920432,
01/27/2009,_FTASD,3656.59951372004,3657.10316081973,3592.67106634248,3645.13720041681,1683823,
01/28/2009,_FTASD,3626.24395300622,3731.27159640636,3626.24395300622,3714.02902557014,2164897,
01/29/2009,_FTASD,3764.12187007529,3764.12187007529,3636.59604272457,3672.78935387848,1747926,
01/30/2009,_FTASD,3734.25316004985,3766.10290190493,3681.80523411074,3701.12159515756,1927819,
02/02/2009,_FTASD,3689.31677018633,3689.31677018633,3593.62910381544,3620.76308784383,1237499,
02/03/2009,_FTASD,3634.30708941931,3714.3391521197,3606.51941574635,3707.08941930887,1509707,
02/04/2009,_FTASD,3707.74986638161,3796.13397470159,3707.26884019241,3770.10511313023,1630852,
02/05/2009,_FTASD,3811.54538904899,3818.71397694524,3735.08645533141,3815.95821325648,1633937,
02/06/2009,_FTASD,3843.6320754717,3936.37518142235,3843.6320754717,3905.67851959361,1892588,
02/09/2009,_FTASD,3902.84626540972,3943.11094996374,3866.96881798405,3922.64321972444,1541807,
02/10/2009,_FTASD,3914.12807525326,3914.12807525326,3827.13458755427,3828.02098408104,1492728,
