Date,Ticker,Close,Returns
2017-10-31,78202,10.019,0
2017-11-30,78202,10.126,0
2017-12-22,78202,10.114,-0.118506814
2017-12-22,78202,10.114,0
2017-12-29,78202,10.0969,-0.169072573
2018-01-31,78202,10.1493,0.518971169
2018-02-28,78202,10.0001,-1.470052122
2018-03-29,78202,9.9537,-0.46399536
2018-04-30,78202,9.983,0.2943629
2018-05-31,78202,10.0606,0.777321446
2018-06-29,78202,10.109,0.481084627
2018-07-31,78202,10.1997,0.897220299
2018-08-31,78202,10.235,0.34608861
2018-09-28,78202,10.1584,-0.748412311
2018-10-31,78202,9.8146,-3.384391243
2018-11-30,78202,9.9265,1.140138162
2018-12-20,78202,9.5051,-4.245202236
2018-12-20,78202,9.5051,0
2018-12-31,78202,9.5881,0.873215432
