Date,Ticker,Open,High,Low,Close,Returns
01/02/2009,_SPXD,1097.042551,1135.603477,1092.620315,1132.04382,3.190511523
01/05/2009,_SPXD,1104.411462,1113.278418,1092.953358,1102.36707,-0.185111444
01/06/2009,_SPXD,1102.970865,1117.990325,1098.36316,1107.15215,0.379092969
01/07/2009,_SPXD,1109.04471,1109.04471,1079.054046,1084.17207,-2.242708502
01/08/2009,_SPXD,1067.946243,1072.981,1057.428671,1072.662643,0.441632716
01/09/2009,_SPXD,1081.246053,1083.646419,1055.578773,1058.002905,-2.149663153
01/12/2009,_SPXD,1082.99352,1082.99352,1051.272416,1058.497238,-2.261904762
01/13/2009,_SPXD,1064.883897,1073.735586,1055.371086,1067.332497,0.22994056
01/14/2009,_SPXD,1082.105256,1082.105256,1044.237561,1051.336974,-2.843372383
01/15/2009,_SPXD,1054.087281,1066.105521,1022.852376,1056.278106,0.207840948
01/16/2009,_SPXD,1053.958045,1071.032053,1036.746746,1061.034772,0.671442951
01/20/2009,_SPXD,1076.154024,1076.154024,1018.941702,1019.891652,-5.228096606
01/21/2009,_SPXD,1012.980412,1056.863632,1009.87908,1055.005344,4.148642116
01/22/2009,_SPXD,1052.362168,1052.362168,1016.708628,1037.023,-1.457594017
01/23/2009,_SPXD,1012.07896,1032.32891,992.27217,1024.13045,1.190765788
01/26/2009,_SPXD,1017.8145,1042.303178,1011.933794,1022.790482,0.488888889
01/27/2009,_SPXD,1027.11591,1043.247015,1024.78518,1037.432457,1.004418966
01/28/2009,_SPXD,1027.392804,1066.424328,1027.392804,1061.844532,3.35331607
01/29/2009,_SPXD,1063.173804,1063.173804,1032.90194,1034.113304,-2.733372464
01/30/2009,_SPXD,1037.407923,1044.731322,1007.942589,1013.106996,-2.342465915
02/02/2009,_SPXD,1022.524707,1032.077994,1009.828401,1025.444112,0.285509483
02/03/2009,_SPXD,1016.506959,1037.32486,1011.939578,1032.289661,1.552640822
02/04/2009,_SPXD,1032.383971,1049.734755,1021.798514,1025.557029,-0.661279349
02/05/2009,_SPXD,1024.3833,1047.53738,1009.801156,1041.74886,1.69522092
02/06/2009,_SPXD,1036.798686,1067.01705,1035.977668,1064.38244,2.660473472
02/09/2009,_SPXD,1055.606192,1063.837158,1047.59407,1057.612262,0.19003962
02/10/2009,_SPXD,1080.12002,1081.5903,1025.44554,1030.64136,-4.580848339
02/11/2009,_SPXD,1027.229515,1040.65013,1020.88545,1035.08821,0.765037889
02/12/2009,_SPXD,1031.744112,1038.668736,1004.580192,1038.308208,0.636213565
02/13/2009,_SPXD,1029.42788,1036.192392,1018.639224,1020.651296,-0.852569099
02/17/2009,_SPXD,1035.214206,1035.214206,997.984382,997.984382,-3.596340138
02/18/2009,_SPXD,996.893812,1003.333434,983.497886,993.566884,-0.333729426
02/19/2009,_SPXD,991.899899,1004.073462,978.203067,980.607566,-1.1384549
02/20/2009,_SPXD,970.225435,973.751845,943.189625,962.947525,-0.750125665
02/23/2009,_SPXD,966.40785,972.15693,927.814026,929.013834,-3.869382477
02/24/2009,_SPXD,925.351794,963.623874,925.351794,960.703764,3.820381635
02/25/2009,_SPXD,968.386224,980.298792,946.081574,961.17334,-0.744835461
02/26/2009,_SPXD,958.425216,975.522072,940.8903,942.242028,-1.688518596
02/27/2009,_SPXD,954.585897,956.291583,934.970508,935.696061,-1.978851359
