Date,Ticker,Open,High,Low,Close,Returns
01/02/2009,_FTSED,7830.125375,8055.447643,7822.708812,8055.447643,2.877632944
01/05/2009,_FTSED,7972.387277,8070.779448,7900.734009,8003.495281,0.390196852
01/06/2009,_FTSED,8102.618542,8272.646851,8071.479122,8207.537155,1.294872915
01/07/2009,_FTSED,8388.607595,8388.607595,8097.649186,8150.994575,-2.832568066
01/08/2009,_FTSED,8107.014388,8119.964029,7932.553957,8103.23741,-0.046589018
01/09/2009,_FTSED,8128.089482,8181.129352,7995.489807,8025.437489,-1.26292893
01/12/2009,_FTSED,8023.989899,8065.11544,7940.656566,7983.766234,-0.501292571
01/13/2009,_FTSED,7864.605544,7864.605544,7678.216063,7816.453447,-0.612263341
01/14/2009,_FTSED,7999.818149,8049.64539,7483.906165,7602.473177,-4.966925053
01/15/2009,_FTSED,7673.641703,7708.14978,7508.994126,7564.427313,-1.423240683
01/16/2009,_FTSED,7590.900718,7831.460674,7590.900718,7638.791674,0.630899517
01/19/2009,_FTSED,7525.131555,7715.296679,7317.002359,7455.08982,-0.9307709
01/20/2009,_FTSED,7239.647577,7373.215859,7155.242291,7209.515419,-0.416210296
01/21/2009,_FTSED,7189.246178,7226.849411,7031.10174,7133.895625,-0.769907611
01/22/2009,_FTSED,7057.013732,7220.406744,7033.547714,7043.629411,-0.189659844
01/23/2009,_FTSED,6889.153349,6920.775247,6726.793608,6889.66338,0.007403386
01/26/2009,_FTSED,6922.617014,7217.628972,6900.239153,7189.955586,3.861813695
01/27/2009,_FTSED,7309.829802,7313.30323,7174.018757,7284.473776,-0.346875742
01/28/2009,_FTSED,7246.717346,7459.571527,7246.717346,7420.870767,2.403204272
01/29/2009,_FTSED,7520.924532,7520.924532,7262.651024,7336.893714,-2.446917489
01/30/2009,_FTSED,7459.675984,7527.149724,7344.133879,7387.573438,-0.966564044
02/02/2009,_FTSED,7363.975155,7363.975155,7163.975155,7236.557232,-1.730287257
02/03/2009,_FTSED,7263.626648,7433.55896,7202.351265,7418.061988,2.126146452
02/04/2009,_FTSED,7419.383574,7594.33458,7412.079102,7533.582754,1.539200384
02/05/2009,_FTSED,7616.354467,7628.42219,7445.064841,7616.894813,0.007094547
02/06/2009,_FTSED,7672.169811,7856.857765,7666.182874,7786.465893,1.489749107
