Date,Ticker,Open,High,Low,Returns
01/01/2009,IGJPN5D,,,,0.009294181
01/02/2009,IGJPN5D,,,,0.009071785
01/05/2009,IGJPN5D,,,,0.009166136
01/06/2009,IGJPN5D,,,,0.009109312
01/07/2009,IGJPN5D,,,,0.009819121
01/08/2009,IGJPN5D,,,,0.009586734
01/09/2009,IGJPN5D,,,,0.009740687
01/12/2009,IGJPN5D,,,,0.009549795
01/13/2009,IGJPN5D,,,,0.009618027
01/14/2009,IGJPN5D,,,,0.009661159
01/15/2009,IGJPN5D,,,,0.009762915
01/19/2009,IGJPN5D,,,,0.0097047
01/20/2009,IGJPN5D,,,,0.009867494
01/21/2009,IGJPN5D,,,,0.00968965
01/22/2009,IGJPN5D,,,,0.009464614
01/23/2009,IGJPN5D,,,,0.009309434
01/26/2009,IGJPN5D,,,,0.009905076
01/27/2009,IGJPN5D,,,,0.009937888
01/28/2009,IGJPN5D,,,,0.009821068
01/29/2009,IGJPN5D,,,,0.009936028
01/30/2009,IGJPN5D,,,,0.010094121
02/02/2009,IGJPN5D,,,,0.01055409
02/03/2009,IGJPN5D,,,,0.010758621
02/05/2009,IGJPN5D,,,,0.010541965
02/06/2009,IGJPN5D,,,,0.010388918
02/09/2009,IGJPN5D,,,,0.010107727
02/10/2009,IGJPN5D,,,,0.01049289
02/11/2009,IGJPN5D,,,,0.010023342
02/12/2009,IGJPN5D,,,,0.009856263
02/13/2009,IGJPN5D,,,,0.009672219
02/16/2009,IGJPN5D,,,,0.009896963
02/17/2009,IGJPN5D,,,,0.009863014
02/18/2009,IGJPN5D,,,,0.009539164
02/19/2009,IGJPN5D,,,,0.009615385
02/20/2009,IGJPN5D,,,,0.009668323
02/23/2009,IGJPN5D,,,,0.00952633
02/24/2009,IGJPN5D,,,,0.009637625
02/25/2009,IGJPN5D,,,,0.009135358
02/26/2009,IGJPN5D,,,,0.009034228
02/27/2009,IGJPN5D,,,,0.009138381
03/02/2009,IGJPN5D,,,,0.009829968
03/03/2009,IGJPN5D,,,,0.00973172
03/04/2009,IGJPN5D,,,,0.009776177
03/05/2009,IGJPN5D,,,,0.009739405
03/06/2009,IGJPN5D,,,,0.009687132
03/09/2009,IGJPN5D,,,,0.010003949
03/10/2009,IGJPN5D,,,,0.009865005
03/11/2009,IGJPN5D,,,,0.00978189
03/12/2009,IGJPN5D,,,,0.010206752
03/13/2009,IGJPN5D,,,,0.009952178
03/16/2009,IGJPN5D,,,,0.010112797
03/17/2009,IGJPN5D,,,,0.009791291
03/18/2009,IGJPN5D,,,,0.009344581
03/19/2009,IGJPN5D,,,,0.009453782
03/23/2009,IGJPN5D,,,,0.009216008
03/24/2009,IGJPN5D,,,,0.009433962
03/25/2009,IGJPN5D,,,,0.009854706
03/26/2009,IGJPN5D,,,,0.009726899
03/27/2009,IGJPN5D,,,,0.01
03/30/2009,IGJPN5D,,,,0.010247762
03/31/2009,IGJPN5D,,,,0.009962958
04/01/2009,IGJPN5D,,,,0.010231487
04/02/2009,IGJPN5D,,,,0.010315685
04/03/2009,IGJPN5D,,,,0.010078663
04/06/2009,IGJPN5D,,,,0.010554737
04/07/2009,IGJPN5D,,,,0.010841444
04/08/2009,IGJPN5D,,,,0.011156564
04/09/2009,IGJPN5D,,,,0.010739566
04/10/2009,IGJPN5D,,,,0.010743499
04/13/2009,IGJPN5D,,,,0.010612344
04/14/2009,IGJPN5D,,,,0.010339734
04/15/2009,IGJPN5D,,,,0.010419191
04/16/2009,IGJPN5D,,,,0.010351967
04/17/2009,IGJPN5D,,,,0.010420498
04/20/2009,IGJPN5D,,,,0.010626186
04/21/2009,IGJPN5D,,,,0.010406219
04/22/2009,IGJPN5D,,,,0.010385005
04/23/2009,IGJPN5D,,,,0.010485582
04/24/2009,IGJPN5D,,,,0.010428305
04/27/2009,IGJPN5D,,,,0.010479798
04/28/2009,IGJPN5D,,,,0.010385005
04/29/2009,IGJPN5D,,,,0.010366531
04/30/2009,IGJPN5D,,,,0.009576918
05/01/2009,IGJPN5D,,,,0.009573959
05/04/2009,IGJPN5D,,,,0.009491043
05/05/2009,IGJPN5D,,,,0.009517012
05/06/2009,IGJPN5D,,,,0.009613102
05/07/2009,IGJPN5D,,,,0.010133145
05/08/2009,IGJPN5D,,,,0.009928747
05/11/2009,IGJPN5D,,,,0.010284621
05/12/2009,IGJPN5D,,,,0.010372693
05/13/2009,IGJPN5D,,,,0.010333374
05/14/2009,IGJPN5D,,,,0.010006101
05/15/2009,IGJPN5D,,,,0.009990133
05/18/2009,IGJPN5D,,,,0.009673519
05/19/2009,IGJPN5D,,,,0.00975551
05/20/2009,IGJPN5D,,,,0.009628114
05/21/2009,IGJPN5D,,,,0.009741431
05/22/2009,IGJPN5D,,,,0.009459619
