Date,Ticker,Close,Returns
2011-11-30,42019,3.6489,0
2011-12-30,42019,3.6595,0.290498506
2012-01-31,42019,3.7181,1.601311655
2012-02-29,42019,3.7738,1.498076975
2012-03-30,42019,3.775,0.031798188
2012-04-30,42019,3.7456,-0.778807947
2012-05-31,42019,3.6921,-1.428342589
2012-06-30,42019,3.755,1.703637496
2012-07-31,42019,3.7692,0.37816245
2012-08-31,42019,3.8055,0.963069086
2012-09-30,42019,3.8903,2.228353699
2012-10-31,42019,3.9355,1.161864124
2012-11-30,42019,3.9382,0.068606276
2012-12-31,42019,3.9757,0.95221167
2013-01-31,42019,4.0591,2.097743794
2013-02-28,42019,4.1606,2.50055431
2013-03-31,42019,4.2091,1.165697255
2013-04-30,42019,4.2401,0.736499489
2013-05-31,42019,4.2998,1.407985661
2013-06-28,42019,4.2221,-1.807060794
2013-07-31,42019,4.3187,2.287960967
2013-08-30,42019,4.3255,0.15745479
2013-09-30,42019,4.3823,1.313142989
2013-10-31,42019,4.5092,2.89573968
2013-11-29,42019,4.5969,1.944912623
2013-12-31,42019,4.655,1.263895234
2013-12-31,42019,4.655,0
2014-01-31,42019,4.6993,0.951664876
2014-02-28,42019,4.8669,3.566488626
2014-03-31,42019,4.9222,1.136246892
2014-04-30,42019,4.9848,1.271789037
2014-05-30,42019,5.0473,1.253811587
2014-06-30,42019,5.1086,1.214510729
2014-07-31,42019,5.1337,0.491328348
2014-08-29,42019,5.2197,1.675205018
2014-09-30,42019,5.1407,-1.513496944
2014-10-31,42019,5.1558,0.293734316
2014-11-28,42019,5.2589,1.99968967
2014-12-31,42019,5.2651,0.117895377
2014-12-31,42019,5.2651,0
2015-01-30,42019,5.4734,3.956240147
2015-02-27,42019,5.6301,2.862937114
2015-03-31,42019,5.6204,-0.172288236
2015-04-30,42019,5.5514,-1.227670628
2015-05-29,42019,5.6234,1.296970134
2015-06-30,42019,5.5421,-1.445744567
2015-07-31,42019,5.7015,2.876166074
2015-08-31,42019,5.5167,-3.241252302
2015-09-30,42019,5.4459,-1.283375931
2015-10-30,42019,5.5412,1.749940322
2015-11-30,42019,5.6095,1.232585
2015-12-31,42019,5.596,-0.240663161
2015-12-31,42019,5.596,0
2016-01-29,42019,5.5201,-1.356325947
2016-02-29,42019,5.4505,-1.260846724
2016-03-31,42019,5.6362,3.407026878
2016-04-29,42019,5.6247,-0.204038182
2016-05-31,42019,5.7655,2.503244617
2016-06-30,42019,5.7459,-0.33995317
2016-07-29,42019,5.9331,3.257975252
2016-08-31,42019,5.9767,0.73486036
2016-09-30,42019,5.9975,0.348018137
2016-10-31,42019,5.9875,-0.16673614
2016-11-30,42019,6.0681,1.346137787
2016-12-30,42019,6.1153,0.777838203
2016-12-30,42019,6.1153,0
2017-01-31,42019,6.0823,-0.539630108
2017-02-28,42019,6.2008,1.948276146
2017-03-17,42019,6.2569,0.904721971
2017-03-31,42019,6.2716,0.234940626
2017-04-28,42019,6.423,2.414057019
2017-05-31,42019,6.4358,0.199283824
2017-06-30,42019,6.3174,-1.839709127
2017-07-31,42019,6.2521,-1.033653085
2017-08-31,42019,6.3245,1.158010908
2017-09-29,42019,6.4083,1.325005929
2017-10-31,42019,6.5982,2.963344413
2017-11-30,42019,6.6909,1.404928617
2017-12-29,42019,6.6848,-0.091168602
2017-12-29,42019,6.6848,0
2018-01-31,42019,6.6778,-0.104715175
2018-02-28,42019,6.6096,-1.021294438
2018-03-29,42019,6.599,-0.160372791
2018-04-30,42019,6.65,0.77284437
2018-05-31,42019,6.7985,2.233082707
2018-06-29,42019,6.8718,1.07817901
2018-07-31,42019,6.9219,0.72906662
2018-08-31,42019,6.9741,0.754128202
2018-09-28,42019,6.9059,-0.977903959
2018-10-31,42019,6.6375,-3.886531806
2018-11-30,42019,6.7279,1.361958569
2018-12-31,42019,6.5414,-2.772038823
2018-12-31,42019,6.5414,0
