Date,Ticker,Open,High,Low,Returns
01/02/2009,IGSGP10D,,,,1.771457086
01/05/2009,IGSGP10D,,,,1.785570009
01/06/2009,IGSGP10D,,,,1.88648823
01/07/2009,IGSGP10D,,,,1.918075423
01/08/2009,IGSGP10D,,,,1.822833387
01/09/2009,IGSGP10D,,,,1.747354921
01/12/2009,IGSGP10D,,,,1.740907233
01/13/2009,IGSGP10D,,,,1.614098658
01/14/2009,IGSGP10D,,,,1.63975571
01/15/2009,IGSGP10D,,,,1.592490152
01/16/2009,IGSGP10D,,,,1.652268724
01/19/2009,IGSGP10D,,,,1.604098429
01/20/2009,IGSGP10D,,,,1.588235294
01/21/2009,IGSGP10D,,,,1.443437395
01/22/2009,IGSGP10D,,,,1.515912898
01/23/2009,IGSGP10D,,,,1.557887832
01/28/2009,IGSGP10D,,,,1.610683934
01/29/2009,IGSGP10D,,,,1.625619768
01/30/2009,IGSGP10D,,,,1.68374817
02/02/2009,IGSGP10D,,,,1.67542707
02/03/2009,IGSGP10D,,,,1.646596215
02/04/2009,IGSGP10D,,,,1.699485252
02/05/2009,IGSGP10D,,,,1.712833962
02/06/2009,IGSGP10D,,,,1.703800786
02/09/2009,IGSGP10D,,,,1.684844538
02/10/2009,IGSGP10D,,,,1.646260754
02/11/2009,IGSGP10D,,,,1.601849558
02/12/2009,IGSGP10D,,,,1.6559565
02/13/2009,IGSGP10D,,,,1.630345732
02/16/2009,IGSGP10D,,,,1.618867614
02/17/2009,IGSGP10D,,,,1.556033769
02/18/2009,IGSGP10D,,,,1.51427866
02/19/2009,IGSGP10D,,,,1.542649728
02/20/2009,IGSGP10D,,,,1.554700925
02/23/2009,IGSGP10D,,,,1.635456701
02/24/2009,IGSGP10D,,,,1.626481406
02/25/2009,IGSGP10D,,,,1.603091088
02/26/2009,IGSGP10D,,,,1.637074442
02/27/2009,IGSGP10D,,,,1.694496998
03/02/2009,IGSGP10D,,,,1.709259874
03/03/2009,IGSGP10D,,,,1.666944491
03/04/2009,IGSGP10D,,,,1.667767503
03/05/2009,IGSGP10D,,,,1.668603686
03/06/2009,IGSGP10D,,,,1.641529873
03/09/2009,IGSGP10D,,,,1.678838244
03/10/2009,IGSGP10D,,,,1.729901387
03/11/2009,IGSGP10D,,,,1.760444744
03/12/2009,IGSGP10D,,,,1.722264025
03/13/2009,IGSGP10D,,,,1.74322538
03/16/2009,IGSGP10D,,,,1.783788268
03/17/2009,IGSGP10D,,,,1.801128818
03/18/2009,IGSGP10D,,,,1.805738786
03/19/2009,IGSGP10D,,,,1.722582233
03/20/2009,IGSGP10D,,,,1.704498894
03/23/2009,IGSGP10D,,,,1.672485183
03/24/2009,IGSGP10D,,,,1.667887072
03/25/2009,IGSGP10D,,,,1.658361245
03/26/2009,IGSGP10D,,,,1.68176994
03/27/2009,IGSGP10D,,,,1.673914827
03/30/2009,IGSGP10D,,,,1.658649859
03/31/2009,IGSGP10D,,,,1.683110853
04/01/2009,IGSGP10D,,,,1.691963175
04/02/2009,IGSGP10D,,,,1.706372105
04/03/2009,IGSGP10D,,,,1.699901929
04/06/2009,IGSGP10D,,,,1.701742848
04/07/2009,IGSGP10D,,,,1.677028796
04/08/2009,IGSGP10D,,,,1.646291769
04/09/2009,IGSGP10D,,,,1.634304207
04/13/2009,IGSGP10D,,,,1.628769553
04/14/2009,IGSGP10D,,,,1.680467608
04/15/2009,IGSGP10D,,,,1.669743919
04/16/2009,IGSGP10D,,,,1.681623413
04/17/2009,IGSGP10D,,,,1.68298406
04/20/2009,IGSGP10D,,,,1.723713371
04/21/2009,IGSGP10D,,,,1.700624384
04/22/2009,IGSGP10D,,,,1.704264779
04/23/2009,IGSGP10D,,,,1.724701651
04/24/2009,IGSGP10D,,,,1.705375995
04/27/2009,IGSGP10D,,,,1.671831675
04/28/2009,IGSGP10D,,,,1.639745472
