Date,Ticker,Open,High,Low,Close,Returns
01/02/2009,_STOXX5D,3530.290246,3617.229328,3530.290246,3617.229328,2.462661026
01/05/2009,_STOXX5D,3483.983174,3535.253033,3483.983174,3532.357386,1.388474309
01/06/2009,_STOXX5D,3517.469816,3577.726181,3504.771817,3549.431705,0.908661373
01/07/2009,_STOXX5D,3608.349478,3608.349478,3536.790607,3561.807078,-1.289852904
01/08/2009,_STOXX5D,3510.108537,3527.684918,3466.094444,3517.787138,0.218756778
01/09/2009,_STOXX5D,3484.984185,3504.041534,3418.642332,3448.801917,-1.038233359
01/12/2009,_STOXX5D,3509.484301,3509.777127,3456.580446,3463.770782,-1.30257083
01/13/2009,_STOXX5D,3433.047858,3433.047858,3346.256912,3404.268391,-0.838306591
01/14/2009,_STOXX5D,3459.188199,3470.841387,3266.288626,3304.207758,-4.480254661
01/15/2009,_STOXX5D,3318.536826,3342.725325,3246.449168,3274.526446,-1.32619835
01/16/2009,_STOXX5D,3324.47657,3418.045862,3324.47657,3333.150548,0.260912594
01/19/2009,_STOXX5D,3305.429418,3353.866403,3196.232313,3247.762422,-1.744614343
01/20/2009,_STOXX5D,3207.998694,3247.388182,3144.38459,3160.104473,-1.49296262
01/21/2009,_STOXX5D,3155.883317,3189.232874,3094.804982,3141.347099,-0.460606942
01/22/2009,_STOXX5D,3150.814598,3194.379277,3088.530466,3092.961877,-1.836119485
01/23/2009,_STOXX5D,3035.507594,3051.814548,2957.777778,3040.39968,0.161162052
01/26/2009,_STOXX5D,3052.038678,3176.277196,3042.465753,3164.834811,3.695763522
01/27/2009,_STOXX5D,3185.899094,3191.429495,3125.776197,3175.663001,-0.321293702
01/28/2009,_STOXX5D,3147.985934,3243.75,3147.985934,3229.699488,2.595740792
01/29/2009,_STOXX5D,3190.020625,3190.607647,3116.785658,3148.453118,-1.303048238
01/30/2009,_STOXX5D,3119.092479,3148.814571,3084.62867,3114.272256,-0.154539277
02/02/2009,_STOXX5D,3145.496646,3145.496646,3058.878952,3095.353082,-1.594138223
02/03/2009,_STOXX5D,3126.389335,3179.3124,3087.407645,3175.0885,1.557680748
02/04/2009,_STOXX5D,3131.197595,3211.833571,3115.74118,3192.912514,1.970968508
02/05/2009,_STOXX5D,3141.639086,3172.907801,3097.935382,3172.119779,0.970216267
02/06/2009,_STOXX5D,3214.050111,3262.464478,3195.226768,3244.14843,0.93646079
02/09/2009,_STOXX5D,3227.710081,3253.062352,3200.522235,3236.635544,0.276526165
02/10/2009,_STOXX5D,3281.315324,3297.202123,3201.591735,3201.591735,-2.429622914
02/11/2009,_STOXX5D,3173.486062,3190.371836,3145.690484,3178.884973,0.17012555
02/12/2009,_STOXX5D,3161.142217,3161.142217,3100.543913,3138.009758,-0.731775327
02/13/2009,_STOXX5D,3135.281042,3190.996983,3113.305811,3122.054621,-0.421857591
02/16/2009,_STOXX5D,3118.466677,3121.870526,3084.762208,3084.762208,-1.08080262
02/17/2009,_STOXX5D,3080.130656,3080.130656,2997.928617,3016.37986,-2.069743261
02/18/2009,_STOXX5D,3003.003953,3009.675889,2935.130435,2987.920949,-0.502263873
02/19/2009,_STOXX5D,3027.413435,3046.848572,3000.765917,3009.861178,-0.579777365
02/20/2009,_STOXX5D,3018.665595,3018.665595,2917.170418,2917.170418,-3.362253077
02/23/2009,_STOXX5D,2889.374206,2934.132783,2854.891836,2861.006989,-0.981777204
02/24/2009,_STOXX5D,2861.698053,2870.268114,2805.21864,2835.014363,-0.932442531
02/25/2009,_STOXX5D,2852.492809,2886.337488,2793.368488,2827.868488,-0.863256194
02/26/2009,_STOXX5D,2834.39145,2912.250598,2834.39145,2889.360345,1.939354374
02/27/2009,_STOXX5D,2906.582769,2906.582769,2803.146176,2856.421426,-1.725784069
03/02/2009,_STOXX5D,2877.209227,2877.209227,2714.165042,2714.165042,-5.666747591
03/03/2009,_STOXX5D,2720.568643,2752.217709,2665.264013,2668.773355,-1.903840526
03/04/2009,_STOXX5D,2668.761076,2746.576446,2668.761076,2746.093121,2.897675823
03/05/2009,_STOXX5D,2755.800389,2755.800389,2668.049255,2668.049255,-3.184234044
03/06/2009,_STOXX5D,2682.589577,2716.270358,2643.045603,2653.387785,-1.088567248
03/09/2009,_STOXX5D,2672.251395,2673.482114,2598.605185,2649.737447,-0.842508612
03/10/2009,_STOXX5D,2620.701413,2772.739081,2610.326352,2764.296152,5.479248369
03/11/2009,_STOXX5D,2809.288896,2859.643623,2764.329319,2809.107408,-0.00646029
03/12/2009,_STOXX5D,2801.089468,2840.558105,2739.253714,2832.040277,1.104956096
03/13/2009,_STOXX5D,2828.978114,2907.240415,2828.978114,2848.856344,0.702664658
03/16/2009,_STOXX5D,2870.03628,2943.420185,2870.03628,2943.238786,2.550577744
03/17/2009,_STOXX5D,2936.280992,2945.520661,2881.933719,2928.876033,-0.252188353
03/18/2009,_STOXX5D,2990.003372,3024.747134,2924.763992,2962.845752,-0.908280571
03/19/2009,_STOXX5D,2976.254237,3058.949153,2971.101695,2989.220339,0.435651684
03/20/2009,_STOXX5D,2965.54225,2990.538033,2925.147411,2978.023275,0.42086824
03/23/2009,_STOXX5D,2954.355808,3062.082777,2954.355808,3052.970628,3.337946618
03/24/2009,_STOXX5D,3047.316103,3079.572565,3008.962889,3035.371107,-0.391984168
03/25/2009,_STOXX5D,3060.09374,3099.698694,3030.699699,3076.564948,0.538258301
03/26/2009,_STOXX5D,3058.624709,3073.69314,3030.003164,3069.78022,0.36472311
03/27/2009,_STOXX5D,3040.231405,3055.917355,2997.900826,3013.206612,-0.888905803
03/30/2009,_STOXX5D,3021.333333,3021.333333,2918.15,2918.15,-3.41515887
03/31/2009,_STOXX5D,2940.100502,3036.772575,2940.100502,3036.772575,3.288053368
04/01/2009,_STOXX5D,3028.118746,3067.478319,2967.645097,3062.27485,1.127964487
04/02/2009,_STOXX5D,3079.186636,3219.646726,3079.186636,3213.28112,4.354867052
04/03/2009,_STOXX5D,3190.960358,3209.7862,3129.872284,3144.38547,-1.459588425
04/06/2009,_STOXX5D,3159.093174,3199.900349,3089.387145,3124.912805,-1.08196773
04/07/2009,_STOXX5D,3091.80624,3117.586207,3044.220197,3074.515599,-0.55924075
04/08/2009,_STOXX5D,3057.224865,3087.977694,3019.468591,3078.071183,0.681870611
04/09/2009,_STOXX5D,3034.865344,3095.258829,3019.125947,3092.6786,1.904969393
04/14/2009,_STOXX5D,3104.886309,3156.797291,3093.307531,3134.010643,0.938016143
04/15/2009,_STOXX5D,3084.365547,3108.040121,3054.895717,3085.097914,0.023744509
04/16/2009,_STOXX5D,3095.421187,3153.286535,3087.890874,3146.37843,1.646213554
04/17/2009,_STOXX5D,3128.508077,3173.455812,3118.02344,3161.292366,1.047920864
04/20/2009,_STOXX5D,3186.717875,3197.231557,3078.364538,3091.31061,-2.993903725
