Date,Ticker,Close,Returns
2009-01-30,14835,2.6333,0
2009-02-27,14835,2.5514,-3.110165951
2009-03-31,14835,2.7984,9.680959473
2009-04-30,14835,2.9758,6.339336764
2009-05-29,14835,2.8269,-5.003696485
2009-06-30,14835,3.0799,8.949732923
2009-07-31,14835,3.1082,0.918861002
2009-08-31,14835,3.2005,2.969564378
2009-09-30,14835,3.306,3.296359944
2009-10-30,14835,3.2184,-2.649727768
2009-11-30,14835,3.3365,3.66952523
2009-12-31,14835,3.4882,4.546680653
2010-01-29,14835,3.3193,-4.842038874
2010-02-26,14835,3.4387,3.597143976
2010-03-31,14835,3.5507,3.257044813
2010-04-30,14835,3.63,2.233362436
2010-05-31,14835,3.4626,-4.611570248
2010-06-30,14835,3.3057,-4.531277075
2010-07-30,14835,3.4159,3.333635841
2010-08-31,14835,3.3626,-1.560350127
2010-09-30,14835,3.6619,8.900850532
2010-10-29,14835,3.8597,5.401567492
2010-11-30,14835,3.8705,0.279814493
2010-12-31,14835,3.9385,1.756878956
2011-01-31,14835,4.0712,3.369303034
2011-02-28,14835,4.0687,-0.061406956
2011-03-31,14835,4.0329,-0.879887925
2011-04-29,14835,4.0423,0.233082893
2011-05-31,14835,4.0887,1.147861366
2011-06-30,14835,3.9859,-2.514246582
2011-07-29,14835,4.0106,0.619684387
2011-08-31,14835,3.9002,-2.752705331
2011-09-30,14835,3.9728,1.861443003
2011-10-31,14835,4.1828,5.285944422
2011-11-30,14835,4.1588,-0.57377833
2011-12-30,14835,4.1163,-1.021929403
2012-01-31,14835,4.3886,6.615164104
2012-02-29,14835,4.6062,4.958301053
2012-03-30,14835,4.8693,5.711866615
2012-04-30,14835,4.7653,-2.135830612
2012-05-31,14835,4.6225,-2.996663379
2012-06-29,14835,4.7247,2.210924824
2012-07-31,14835,4.6941,-0.647660169
2012-08-31,14835,4.8488,3.295626425
2012-09-28,14835,4.8826,0.69707969
2012-10-31,14835,4.6903,-3.938475402
2012-11-30,14835,4.7218,0.671598832
2012-12-31,14835,4.6941,-0.586640688
2013-01-31,14835,4.8355,3.012292026
2013-02-28,14835,5.0105,3.619067315
2013-03-28,14835,5.0848,1.48288594
2013-04-30,14835,5.1595,1.46908433
2013-05-31,14835,5.4803,6.21765675
2013-06-28,14835,5.4247,-1.014542999
2013-07-31,14835,5.637,3.913580474
2013-08-30,14835,5.7566,2.121695938
2013-09-30,14835,5.8899,2.31560296
2013-10-31,14835,6.249,6.096877706
2013-11-29,14835,6.5751,5.21843495
2013-12-20,14835,6.6849,1.669936579
2013-12-31,14835,6.7825,1.460006881
2014-01-31,14835,6.9597,2.612605971
2014-02-28,14835,7.2652,4.389557021
2014-03-31,14835,7.0535,-2.913890877
2014-04-30,14835,6.9629,-1.284468703
2014-05-30,14835,7.1911,3.277370061
2014-06-30,14835,7.2861,1.321077443
2014-07-31,14835,7.5234,3.2568864
2014-08-29,14835,7.873,4.646835207
2014-09-30,14835,8.039,2.108471993
2014-10-31,14835,8.2958,3.194427168
2014-11-28,14835,8.7874,5.92589021
2014-12-19,14835,8.7984,0.125179234
2014-12-31,14835,8.7109,-0.994499
2015-01-30,14835,9.3235,7.032568391
2015-02-27,14835,9.8196,5.320963158
2015-03-31,14835,9.7069,-1.147704591
2015-04-30,14835,9.4082,-3.077192513
2015-05-29,14835,9.9079,5.311324164
2015-06-30,14835,9.7006,-2.092269805
2015-07-31,14835,10.5966,9.23654207
2015-08-31,14835,9.9435,-6.163297662
2015-09-30,14835,9.8611,-0.828682054
2015-10-30,14835,10.7369,8.88136212
2015-11-30,14835,11.0111,2.553809759
2015-12-18,14835,11.1224,1.010798195
2015-12-31,14835,11.225,0.922462778
2016-01-29,14835,10.5839,-5.711358575
2016-02-29,14835,10.05,-5.044454313
2016-03-31,14835,10.288,2.368159204
2016-04-29,14835,9.6203,-6.490085537
2016-05-31,14835,10.49,9.04025862
2016-06-30,14835,10.0854,-3.857006673
2016-07-29,14835,10.9091,8.167251671
2016-08-31,14835,11.0595,1.378665518
2016-09-30,14835,11.2992,2.167367422
2016-10-31,14835,11.3681,0.609777683
2016-11-30,14835,11.4191,0.448623781
2016-12-30,14835,11.5321,0.989570106
2017-01-31,14835,11.7483,1.874766955
2017-02-28,14835,12.4982,6.383051165
2017-03-31,14835,12.7551,2.055495991
2017-04-28,14835,13.437,5.346096855
2017-05-31,14835,13.7899,2.626330282
2017-06-30,14835,12.9087,-6.39018412
2017-07-31,14835,12.9131,0.034085539
2017-08-31,14835,13.1783,2.053728384
2017-09-29,14835,13.1391,-0.297458701
2017-10-31,14835,14.1861,7.968582323
2017-11-30,14835,14.4592,1.925123889
2017-12-22,14835,14.4754,0.112039394
2017-12-29,14835,14.1461,-2.274893958
2018-01-31,14835,15.0231,6.199588579
2018-02-28,14835,15.4666,2.952120401
2018-03-29,14835,14.9002,-3.66208475
2018-04-30,14835,14.8929,-0.048992631
2018-05-31,14835,15.8708,6.566216116
2018-06-29,14835,16.2489,2.382362578
2018-07-31,14835,16.5092,1.601954594
2018-08-31,14835,17.5293,6.178978994
2018-09-28,14835,17.2825,-1.40792844
2018-10-31,14835,16.0889,-6.906408216
2018-11-30,14835,16.204,0.715400058
2018-12-31,14835,15.1672,-6.398420143
