Date,Ticker,Open,High,Low,Returns
01/02/2009,IGSGP5D,,,,1.22255489
01/05/2009,IGSGP5D,,,,1.22808435
01/06/2009,IGSGP5D,,,,1.273782651
01/07/2009,IGSGP5D,,,,1.284135241
01/08/2009,IGSGP5D,,,,1.207227374
01/09/2009,IGSGP5D,,,,1.162231484
01/12/2009,IGSGP5D,,,,1.160604822
01/13/2009,IGSGP5D,,,,1.128222021
01/14/2009,IGSGP5D,,,,1.162887978
01/15/2009,IGSGP5D,,,,1.173413796
01/16/2009,IGSGP5D,,,,1.23291118
01/19/2009,IGSGP5D,,,,1.15058369
01/20/2009,IGSGP5D,,,,1.092436975
01/21/2009,IGSGP5D,,,,0.965088956
01/22/2009,IGSGP5D,,,,1.030150754
01/23/2009,IGSGP5D,,,,1.000327976
01/28/2009,IGSGP5D,,,,1.084581141
01/29/2009,IGSGP5D,,,,1.105421442
01/30/2009,IGSGP5D,,,,1.138766878
02/02/2009,IGSGP5D,,,,1.108738502
02/03/2009,IGSGP5D,,,,1.105922831
02/04/2009,IGSGP5D,,,,1.119372498
02/05/2009,IGSGP5D,,,,1.114571382
02/06/2009,IGSGP5D,,,,1.105832241
02/09/2009,IGSGP5D,,,,1.066254273
02/10/2009,IGSGP5D,,,,1.009265387
02/11/2009,IGSGP5D,,,,0.999091735
02/12/2009,IGSGP5D,,,,1.046300873
02/13/2009,IGSGP5D,,,,1.007701131
02/16/2009,IGSGP5D,,,,0.986112252
02/17/2009,IGSGP5D,,,,0.885614964
02/18/2009,IGSGP5D,,,,0.847666859
02/19/2009,IGSGP5D,,,,0.84969477
02/20/2009,IGSGP5D,,,,0.842811554
02/23/2009,IGSGP5D,,,,0.866792052
02/24/2009,IGSGP5D,,,,0.850020433
02/25/2009,IGSGP5D,,,,0.846760934
02/26/2009,IGSGP5D,,,,0.871477439
02/27/2009,IGSGP5D,,,,0.888377067
03/02/2009,IGSGP5D,,,,0.887819449
03/03/2009,IGSGP5D,,,,0.875145858
03/04/2009,IGSGP5D,,,,0.891677675
03/05/2009,IGSGP5D,,,,0.879960153
03/06/2009,IGSGP5D,,,,0.874927089
03/09/2009,IGSGP5D,,,,0.898178461
03/10/2009,IGSGP5D,,,,0.952699315
03/11/2009,IGSGP5D,,,,1.002358491
03/12/2009,IGSGP5D,,,,1.003260597
03/13/2009,IGSGP5D,,,,1.065763384
03/16/2009,IGSGP5D,,,,1.09516303
03/17/2009,IGSGP5D,,,,1.103917663
03/18/2009,IGSGP5D,,,,1.104881266
03/19/2009,IGSGP5D,,,,1.03354934
03/20/2009,IGSGP5D,,,,1.016143571
03/23/2009,IGSGP5D,,,,0.998619794
03/24/2009,IGSGP5D,,,,0.992596209
03/25/2009,IGSGP5D,,,,0.980312066
03/26/2009,IGSGP5D,,,,0.987835742
03/27/2009,IGSGP5D,,,,1.173381472
03/30/2009,IGSGP5D,,,,1.161054901
03/31/2009,IGSGP5D,,,,1.177348479
04/01/2009,IGSGP5D,,,,1.169445136
04/02/2009,IGSGP5D,,,,1.170554777
04/03/2009,IGSGP5D,,,,1.152337365
04/06/2009,IGSGP5D,,,,1.150937192
04/07/2009,IGSGP5D,,,,1.120746073
04/08/2009,IGSGP5D,,,,1.09209454
04/09/2009,IGSGP5D,,,,1.07605178
04/13/2009,IGSGP5D,,,,1.064344461
04/14/2009,IGSGP5D,,,,1.104075337
04/15/2009,IGSGP5D,,,,1.115838484
04/16/2009,IGSGP5D,,,,1.123777185
04/17/2009,IGSGP5D,,,,1.124686463
04/20/2009,IGSGP5D,,,,1.149142247
04/21/2009,IGSGP5D,,,,1.141965166
04/22/2009,IGSGP5D,,,,1.136176519
04/23/2009,IGSGP5D,,,,1.152525748
04/24/2009,IGSGP5D,,,,1.120675654
04/27/2009,IGSGP5D,,,,1.092807046
04/28/2009,IGSGP5D,,,,1.076847773
04/29/2009,IGSGP5D,,,,1.078494972
04/30/2009,IGSGP5D,,,,1.079861391
05/04/2009,IGSGP5D,,,,1.07724226
05/05/2009,IGSGP5D,,,,1.070031143
05/06/2009,IGSGP5D,,,,1.038693308
05/07/2009,IGSGP5D,,,,1.001908397
05/08/2009,IGSGP5D,,,,0.986115494
05/11/2009,IGSGP5D,,,,0.979377339
05/12/2009,IGSGP5D,,,,0.970873786
05/13/2009,IGSGP5D,,,,0.969085376
05/14/2009,IGSGP5D,,,,0.959692898
05/15/2009,IGSGP5D,,,,0.952685934
05/18/2009,IGSGP5D,,,,0.913858868
05/19/2009,IGSGP5D,,,,0.916561315
05/20/2009,IGSGP5D,,,,0.900195695
05/21/2009,IGSGP5D,,,,0.913848317
05/22/2009,IGSGP5D,,,,0.947499223
05/25/2009,IGSGP5D,,,,0.932763311
05/26/2009,IGSGP5D,,,,0.885910176
05/27/2009,IGSGP5D,,,,0.917077682
05/28/2009,IGSGP5D,,,,0.928626247
05/29/2009,IGSGP5D,,,,0.974761977
06/01/2009,IGSGP5D,,,,0.990698026
06/02/2009,IGSGP5D,,,,1.015801354
06/03/2009,IGSGP5D,,,,0.93954563
06/04/2009,IGSGP5D,,,,0.902540766
06/05/2009,IGSGP5D,,,,0.938028602
06/08/2009,IGSGP5D,,,,0.966183575
06/09/2009,IGSGP5D,,,,0.95715588
06/10/2009,IGSGP5D,,,,0.992290665
06/11/2009,IGSGP5D,,,,1.141639394
06/12/2009,IGSGP5D,,,,1.127152011
06/15/2009,IGSGP5D,,,,1.093616691
06/16/2009,IGSGP5D,,,,1.093786363
06/17/2009,IGSGP5D,,,,1.105832879
06/18/2009,IGSGP5D,,,,1.128931797
06/19/2009,IGSGP5D,,,,1.179411076
06/22/2009,IGSGP5D,,,,1.178331356
06/23/2009,IGSGP5D,,,,1.17144214
06/24/2009,IGSGP5D,,,,1.167222487
06/25/2009,IGSGP5D,,,,1.150793651
06/26/2009,IGSGP5D,,,,1.14167922
06/29/2009,IGSGP5D,,,,1.15602328
06/30/2009,IGSGP5D,,,,1.164939343
07/01/2009,IGSGP5D,,,,1.153173215
07/02/2009,IGSGP5D,,,,1.112801217
07/03/2009,IGSGP5D,,,,1.095299009
07/06/2009,IGSGP5D,,,,1.076812635
07/07/2009,IGSGP5D,,,,1.007516392
07/08/2009,IGSGP5D,,,,0.998003992
07/09/2009,IGSGP5D,,,,0.988047809
07/10/2009,IGSGP5D,,,,0.955414013
07/13/2009,IGSGP5D,,,,0.906797035
07/14/2009,IGSGP5D,,,,0.940463236
07/15/2009,IGSGP5D,,,,0.951357987
07/16/2009,IGSGP5D,,,,0.956126147
07/17/2009,IGSGP5D,,,,0.959692898
07/20/2009,IGSGP5D,,,,0.999000999
07/21/2009,IGSGP5D,,,,0.988657265
07/22/2009,IGSGP5D,,,,1.007402885
07/23/2009,IGSGP5D,,,,1.013309135
07/24/2009,IGSGP5D,,,,1.026647543
07/27/2009,IGSGP5D,,,,1.021634615
07/28/2009,IGSGP5D,,,,1.012981166
07/29/2009,IGSGP5D,,,,1.002562943
07/30/2009,IGSGP5D,,,,0.998273662
07/31/2009,IGSGP5D,,,,0.989727825
08/03/2009,IGSGP5D,,,,0.99761763
08/04/2009,IGSGP5D,,,,1.011008762
08/05/2009,IGSGP5D,,,,0.985810306
08/06/2009,IGSGP5D,,,,1.028219754
08/07/2009,IGSGP5D,,,,1.036347251
08/11/2009,IGSGP5D,,,,1.08075196
08/12/2009,IGSGP5D,,,,1.047870335
08/13/2009,IGSGP5D,,,,1.055806938
08/14/2009,IGSGP5D,,,,1.027866606
08/17/2009,IGSGP5D,,,,1.022900763
08/18/2009,IGSGP5D,,,,1.034377852
08/19/2009,IGSGP5D,,,,1.028355388
08/20/2009,IGSGP5D,,,,1.042768626
08/21/2009,IGSGP5D,,,,1.021251033
08/24/2009,IGSGP5D,,,,1.044074875
08/25/2009,IGSGP5D,,,,1.04826546
08/26/2009,IGSGP5D,,,,1.049030787
08/27/2009,IGSGP5D,,,,1.048423593
08/28/2009,IGSGP5D,,,,1.030068924
08/31/2009,IGSGP5D,,,,1.002658564
09/01/2009,IGSGP5D,,,,0.994263862
09/02/2009,IGSGP5D,,,,0.989036265
09/03/2009,IGSGP5D,,,,0.980617483
09/04/2009,IGSGP5D,,,,0.969403211
09/07/2009,IGSGP5D,,,,0.969778981
09/08/2009,IGSGP5D,,,,0.969770437
09/09/2009,IGSGP5D,,,,0.969403211
09/10/2009,IGSGP5D,,,,0.968523002
09/11/2009,IGSGP5D,,,,0.96226701
09/14/2009,IGSGP5D,,,,0.944761905
09/15/2009,IGSGP5D,,,,0.922425525
09/16/2009,IGSGP5D,,,,0.93768905
09/17/2009,IGSGP5D,,,,0.973144237
09/18/2009,IGSGP5D,,,,0.997883278
09/22/2009,IGSGP5D,,,,1.014613463
09/23/2009,IGSGP5D,,,,0.99642504
09/24/2009,IGSGP5D,,,,0.990479115
09/25/2009,IGSGP5D,,,,1.002235757
09/28/2009,IGSGP5D,,,,1.078971534
09/29/2009,IGSGP5D,,,,1.072057585
09/30/2009,IGSGP5D,,,,1.085636198
10/01/2009,IGSGP5D,,,,1.088873553
10/02/2009,IGSGP5D,,,,1.068294544
10/05/2009,IGSGP5D,,,,1.056632459
10/06/2009,IGSGP5D,,,,1.059081625
